review_id,transaction_id,product_id,reviewer_id,rating,comment,review_date,is_anonymous
R000607,T003889,P001532,U001059,5,卖家很耐心解答问题，商品质量也好,2023-06-20 00:00:00,0
R000608,T001418,P006969,U001017,3,还行吧，凑合用,2021-06-01 00:00:00,1
R000609,T003211,P005299,U002752,5,卖家态度好，东西也好,2022-03-22 00:00:00,0
R000610,T000974,P000172,U001806,5,物流很快，商品质量也很好,2024-06-07 00:00:00,0
R000611,T002902,P000928,U001753,5,很满意的一次购物,2021-05-18 00:00:00,0
R000612,T000976,P003553,U001005,5,买到就是赚到，强推,2021-04-07 00:00:00,0
R000613,T003805,P005498,U000891,5,非常愉快的交易,2023-11-11 00:00:00,0
R000614,T003670,P007156,U002801,3,成色比预期的要旧一些,2022-08-24 00:00:00,0
R000615,T002275,P004937,U001044,5,东西很新，几乎没怎么用过,2020-11-06 00:00:00,0
R000616,T003124,P002686,U001995,5,价格实惠，质量过硬,2021-07-04 00:00:00,0
R000617,T001696,P005576,U002379,5,物品完好无损，包装也很仔细,2024-06-25 00:00:00,0
R000618,T002058,P000283,U001010,5,物品保养得很好，看得出很爱惜,2021-06-14 00:00:00,0
R000619,T001525,P006171,U001504,3,和描述有点出入，但还能接受,2022-11-29 00:00:00,0
R000620,T001135,P002471,U002322,5,卖家诚信，商品优质,2024-03-17 00:00:00,0
R000621,T002758,P007757,U002492,5,非常好，推荐给室友了,2022-10-07 00:00:00,0
R000622,T003434,P002235,U001863,3,和描述有点出入，但还能接受,2022-01-21 00:00:00,1
R000623,T003076,P007581,U000760,3,和预期差不多，一般般,2023-01-12 00:00:00,0
R000624,T000365,P004201,U000033,4,性价比可以，物有所值,2022-02-27 00:00:00,1
R000625,T000002,P002076,U000352,4,还可以，下次可能还会来,2021-09-07 00:00:00,1
R000626,T000597,P007409,U000039,5,物品完好无损，包装也很仔细,2024-03-17 00:00:00,0
R000627,T003015,P004249,U001831,4,东西还行，卖家也挺好说话的,2023-05-01 00:00:00,1
R000628,T000556,P003596,U001101,5,超级满意，卖家态度特别好,2020-11-28 00:00:00,1
R000629,T003446,P001354,U001386,5,物品成色比描述的还好,2021-01-13 00:00:00,1
R000630,T003600,P002836,U001195,5,价格实惠，质量过硬,2020-10-29 00:00:00,0
R000631,T002250,P002449,U002947,3,凑合，毕竟便宜,2024-05-19 00:00:00,0
R000632,T000020,P000597,U001549,5,学姐人超好，还教我怎么使用,2021-10-20 00:00:00,1
R000633,T003806,P003756,U001414,5,交易顺利，卖家人很好，沟通也很愉快,2023-03-20 00:00:00,0
R000634,T002218,P006765,U002299,5,商品和描述一致，卖家很诚信！,2021-01-05 00:00:00,0
R000635,T002538,P002509,U000327,5,很满意的一次购物,2021-01-15 00:00:00,0
R000636,T000011,P006223,U001126,5,超级满意，卖家态度特别好,2022-10-08 00:00:00,1
R000637,T001137,P006197,U000342,4,物品能用，价格也合理,2022-12-15 00:00:00,1
R000638,T001472,P003126,U001068,5,买到就是赚到，强推,2023-09-02 00:00:00,1
R000639,T000451,P006105,U000651,5,东西很新，几乎没怎么用过,2022-12-13 00:00:00,0
R000640,T001589,P003972,U001827,5,东西很棒，卖家人也很好,2022-09-19 00:00:00,0
R000641,T002920,P005368,U002227,4,性价比可以，物有所值,2024-04-28 00:00:00,0
R000642,T000791,P003108,U002181,5,学姐人超好，还教我怎么使用,2023-08-16 00:00:00,0
R000643,T003519,P001976,U002869,5,卖家很专业，讲解得很详细,2022-07-27 00:00:00,0
R000644,T003170,P003962,U002883,5,非常愉快的交易,2022-09-02 00:00:00,0
R000645,T003588,P001758,U001752,5,学姐人超好，还教我怎么使用,2022-10-05 00:00:00,0
R000646,T002848,P001838,U001309,4,卖家态度好，商品也还行,2022-03-17 00:00:00,0
R000647,T003034,P006876,U000551,5,完美，没有任何问题,2023-02-10 00:00:00,0
R000648,T003207,P007197,U002946,2,有点上当的感觉,2022-02-02 00:00:00,0
R000649,T000097,P005066,U002615,4,整体不错，有点小瑕疵但不影响使用,2023-04-03 00:00:00,0
R000650,T003142,P002469,U000174,5,东西很实用，正好需要,2021-04-18 00:00:00,0
R000651,T002413,P001871,U000673,3,和预期差不多，一般般,2024-03-26 00:00:00,0
R000652,T002216,P005191,U002306,5,成色很好，物超所值，非常满意,2021-11-29 00:00:00,0
R000653,T001663,P005046,U000659,4,卖家挺实在的，东西也还可以,2023-11-15 00:00:00,0
R000654,T000880,P003896,U002699,5,物品如描述，好评,2024-06-06 00:00:00,0
R000655,T003511,P006631,U002606,5,商品和描述一致，卖家很诚信！,2023-11-04 00:00:00,0
R000656,T003455,P001131,U002322,4,还可以，就是没有配件了,2021-09-23 00:00:00,0
R000657,T000051,P002177,U002943,2,比较失望,2023-01-01 00:00:00,0
R000658,T001341,P001589,U000224,4,可以，基本满足需求,2023-11-07 00:00:00,0
R000659,T001180,P002341,U001019,4,还不错，就是价格稍微有点高,2020-11-21 00:00:00,0
R000660,T002884,P006829,U001640,5,东西很实用，正好需要,2021-09-10 00:00:00,0
R000661,T002418,P002978,U001615,4,可以用，性价比还算可以,2023-12-04 00:00:00,0
R000662,T001467,P002081,U000455,4,基本满意，就是外观有点旧,2023-07-10 00:00:00,0
R000663,T002144,P007026,U002602,5,卖家态度好，东西也好,2021-10-17 00:00:00,0
R000664,T002748,P007021,U001648,3,没啥特别的，就是便宜,2024-04-02 00:00:00,0
R000665,T003884,P003120,U001527,5,同校交易就是方便，当面验货放心,2022-01-19 00:00:00,0
R000666,T001212,P002801,U000022,4,卖家挺实在的，东西也还可以,2023-04-28 00:00:00,1
R000667,T002445,P007186,U000499,3,凑合着用吧，毕竟是二手的,2022-08-06 00:00:00,0
R000668,T002660,P007750,U000226,1,完全和描述不一样，太坑了,2024-02-11 00:00:00,1
R000669,T000279,P000049,U001466,5,卖家态度好，东西也好,2023-09-08 00:00:00,0
R000670,T003180,P006789,U001358,5,东西很实用，正好需要,2021-10-18 00:00:00,0
R000671,T001816,P007088,U002192,4,东西还行，卖家也挺好说话的,2020-11-21 00:00:00,0
R000672,T003162,P001870,U002088,5,宝贝收到了，和图片一模一样,2021-01-11 00:00:00,1
R000673,T001201,P004625,U001590,3,有点失望，不过也能用,2021-05-14 00:00:00,0
R000674,T000363,P002413,U001935,4,物品基本符合描述，好评,2022-09-28 00:00:00,0
R000675,T000603,P007694,U000665,4,整体不错，有点小瑕疵但不影响使用,2022-11-18 00:00:00,0
R000676,T002682,P003241,U001185,4,卖家挺实在的，东西也还可以,2021-07-18 00:00:00,0
R000677,T002693,P005384,U001360,4,不错，就是有点旧,2022-12-07 00:00:00,0
R000678,T001440,P007377,U002672,4,可以用，性价比还算可以,2020-11-05 00:00:00,0
R000679,T001650,P004103,U001740,5,卖家很靠谱，约的时间地点都很准时,2024-01-03 00:00:00,1
R000680,T003139,P002733,U000996,4,物品基本符合描述，好评,2022-02-26 00:00:00,1
R000681,T003550,P001584,U000425,4,性价比可以，物有所值,2022-03-12 00:00:00,1
R000682,T003096,P004934,U001606,4,卖家态度好，商品也还行,2022-06-09 00:00:00,0
R000683,T003200,P003327,U002151,5,完美的交易体验，感谢卖家,2021-04-03 00:00:00,0
R000684,T000119,P003065,U002785,1,简直就是骗人的,2023-05-14 00:00:00,0
R000685,T001531,P006891,U001106,5,价格实惠，质量过硬,2023-11-07 00:00:00,0
R000686,T001752,P007883,U001655,4,功能正常，有些使用痕迹,2021-10-18 00:00:00,0
R000687,T003377,P006687,U001839,5,东西很棒，卖家人也很好,2021-06-14 00:00:00,0
R000688,T000595,P005933,U001999,5,收到货很惊喜，比想象中好很多,2021-06-08 00:00:00,0
R000689,T000197,P004008,U001813,3,勉强及格吧,2023-01-31 00:00:00,0
R000690,T002065,P000851,U000696,5,良心价格，良心卖家,2023-07-04 00:00:00,0
R000691,T001332,P002959,U001946,5,比预期好太多了，强烈推荐,2021-07-13 00:00:00,0
R000692,T003627,P001239,U002198,5,非常棒的购物体验，五星好评,2022-03-01 00:00:00,0
R000693,T001997,P004930,U001995,5,物品完好无损，包装也很仔细,2022-11-12 00:00:00,0
R000694,T000855,P001954,U002348,3,不是特别满意，但也不算太差,2022-12-10 00:00:00,1
R000695,T000141,P003548,U001261,4,东西还可以，符合预期,2023-09-03 00:00:00,0
R000696,T003213,P005912,U000759,5,物品成色比描述的还好,2023-07-26 00:00:00,1
R000697,T002233,P001126,U002050,5,交易顺利，卖家人很好，沟通也很愉快,2023-11-07 00:00:00,0
R000698,T002029,P001016,U002566,5,物品功能完好，非常满意,2023-06-26 00:00:00,0
R000699,T000513,P004449,U002177,5,卖家很专业，讲解得很详细,2021-08-02 00:00:00,0
R000700,T001038,P004002,U000371,5,东西很棒，卖家人也很好,2022-06-05 00:00:00,0
R000701,T001338,P000357,U002628,5,买到就是赚到，强推,2022-01-24 00:00:00,0
R000702,T000265,P003443,U001814,5,物流很快，商品质量也很好,2021-06-22 00:00:00,0
R000703,T002005,P002992,U002570,5,完美，没有任何问题,2022-11-02 00:00:00,1
R000704,T001154,P007752,U001488,5,价格公道，东西实在，良心卖家,2023-11-28 00:00:00,0
R000705,T000968,P001566,U000030,4,整体不错，有点小瑕疵但不影响使用,2023-09-25 00:00:00,0
R000706,T001626,P004140,U001968,5,物品功能完好，非常满意,2021-04-16 00:00:00,1
R000707,T000357,P004662,U002632,5,性价比真的很高，捡到宝了,2023-12-12 00:00:00,0
R000708,T003799,P002036,U001481,5,商品和描述一致，卖家很诚信！,2022-02-24 00:00:00,0
R000709,T000244,P007970,U001430,3,和预期差不多，一般般,2023-07-02 00:00:00,1
R000710,T000692,P002577,U001465,5,卖家态度好，东西也好,2023-07-29 00:00:00,0
R000711,T001634,P007950,U002317,1,完全和描述不一样，太坑了,2022-01-09 00:00:00,1
R000712,T002132,P003105,U001430,3,凑合着用吧，毕竟是二手的,2022-05-19 00:00:00,0
R000713,T000172,P004651,U000893,5,卖家诚信，商品优质,2023-11-11 00:00:00,0
R000714,T001990,P000120,U001001,4,还行，符合二手的标准,2023-02-27 00:00:00,0
R000715,T003955,P005789,U000094,5,东西很实用，正好需要,2021-05-17 00:00:00,0
R000716,T001632,P007262,U000289,5,卖家很负责，交易很顺利,2022-07-23 00:00:00,0
R000717,T001763,P004443,U000851,5,卖家很耐心解答问题，商品质量也好,2023-03-04 00:00:00,1
R000718,T002882,P000197,U001713,4,可以，基本满足需求,2023-01-05 00:00:00,0
R000719,T001588,P000107,U001545,5,比去某宝买便宜太多了，赚了,2024-01-06 00:00:00,0
R000720,T003197,P002596,U000790,5,卖家很负责，交易很顺利,2020-12-03 00:00:00,0
R000721,T002607,P004622,U002356,4,总体满意，小细节还有改进空间,2022-06-13 00:00:00,0
R000722,T002274,P004894,U001976,5,宝贝收到了，和图片一模一样,2021-04-13 00:00:00,0
R000723,T000318,P004845,U000631,3,成色比预期的要旧一些,2021-11-25 00:00:00,0
R000724,T000049,P004579,U002059,5,良心价格，良心卖家,2022-06-24 00:00:00,0
R000725,T002779,P005649,U000446,4,质量可以，就是有点使用痕迹,2023-12-30 00:00:00,0
R000726,T003894,P002722,U000856,5,物品功能完好，非常满意,2022-12-25 00:00:00,0
R000727,T001395,P006102,U000255,5,价格实惠，质量过硬,2020-10-21 00:00:00,0
R000728,T002591,P000104,U002070,5,宝贝收到了，和图片一模一样,2024-06-18 00:00:00,0
R000729,T001925,P006990,U002075,4,卖家态度好，商品也还行,2022-02-25 00:00:00,1
R000730,T000845,P007540,U001294,5,物流很快，商品质量也很好,2020-12-15 00:00:00,1
R000731,T000935,P002730,U000210,4,商品质量不错，略有瑕疵,2023-10-04 00:00:00,0
R000732,T002431,P007631,U002836,5,同校交易就是方便，当面验货放心,2021-08-03 00:00:00,0
R000733,T003958,P004230,U002156,4,算是比较满意的,2021-06-05 00:00:00,0
R000734,T001627,P004938,U001675,5,超值，下次有需要还来,2022-05-06 00:00:00,1
R000735,T002146,P007165,U002893,5,宝贝收到了，和图片一模一样,2021-11-11 00:00:00,0
R000736,T003400,P001259,U000087,5,卖家很耐心解答问题，商品质量也好,2021-05-02 00:00:00,1
R000737,T003342,P002634,U000430,5,买到就是赚到，强推,2021-03-26 00:00:00,0
R000738,T000617,P002759,U002991,3,东西一般，但价格还行,2024-06-24 00:00:00,0
R000739,T002396,P002848,U001451,5,收到了，很好用，感谢,2024-05-29 00:00:00,0
R000740,T000354,P005865,U002590,3,没啥特别的，就是便宜,2022-11-02 00:00:00,0
R000741,T001697,P002716,U000460,4,物品能用，价格也合理,2022-05-09 00:00:00,0
R000742,T002931,P007121,U001609,4,东西还可以，符合预期,2021-08-30 00:00:00,0
R000743,T000351,P000304,U000588,5,卖家很靠谱，约的时间地点都很准时,2022-12-17 00:00:00,0
R000744,T003792,P000736,U001513,5,完美的交易体验，感谢卖家,2023-12-01 00:00:00,0
R000745,T001688,P005820,U001042,2,质量比预期差,2021-09-12 00:00:00,0
R000746,T003373,P002001,U001962,5,卖家很负责，交易很顺利,2021-10-20 00:00:00,1
R000747,T000309,P001875,U000236,5,卖家很靠谱，约的时间地点都很准时,2020-12-01 00:00:00,0
R000748,T000368,P004114,U000302,4,可以用，性价比还算可以,2021-02-25 00:00:00,1
R000749,T002598,P001968,U002552,3,和预期差不多，一般般,2023-05-02 00:00:00,0
R000750,T000096,P003066,U002693,5,比预期好太多了，强烈推荐,2022-10-25 00:00:00,0
R000751,T002054,P004370,U000929,5,价格实惠，质量过硬,2022-06-19 00:00:00,0
R000752,T001538,P005110,U001367,4,满意，就是包装简单了点,2021-11-13 00:00:00,0
R000753,T002109,P000579,U000515,5,完美的交易体验，感谢卖家,2021-04-23 00:00:00,0
R000754,T003063,P005582,U002749,4,整体不错，有点小瑕疵但不影响使用,2023-11-22 00:00:00,0
R000755,T003594,P007501,U001738,5,非常愉快的交易,2023-02-19 00:00:00,0
R000756,T000694,P003954,U000788,5,良心价格，良心卖家,2022-03-22 00:00:00,0
R000757,T002601,P002729,U002810,4,卖家态度好，商品也还行,2024-05-04 00:00:00,0
R000758,T001718,P007969,U001392,5,很满意的一次购物,2024-05-05 00:00:00,1
R000759,T001313,P000830,U001338,5,东西很实用，正好需要,2022-01-30 00:00:00,0
R000760,T001988,P004853,U001747,5,比预期好太多了，强烈推荐,2024-06-25 00:00:00,0
R000761,T001236,P006979,U002098,5,物美价廉，值得信赖,2023-07-21 00:00:00,0
R000762,T003461,P001671,U000987,5,非常棒的购物体验，五星好评,2021-01-28 00:00:00,0
R000763,T002575,P003556,U001058,5,收到了，很好用，感谢,2021-03-27 00:00:00,0
R000764,T001597,P007305,U000469,5,太棒了，超出预期,2022-01-22 00:00:00,0
R000765,T001805,P002183,U002256,5,价格公道，东西实在，良心卖家,2021-02-07 00:00:00,0
R000766,T001162,P003998,U001027,5,成色很好，物超所值，非常满意,2021-11-19 00:00:00,1
R000767,T001906,P003621,U001881,5,收到货很惊喜，比想象中好很多,2023-06-08 00:00:00,0
R000768,T003905,P001184,U000605,1,千万别买，血的教训,2024-06-30 00:00:00,0
R000769,T003393,P006595,U001437,5,成色很好，物超所值，非常满意,2024-05-20 00:00:00,0
R000770,T002548,P003859,U002187,4,还行，符合二手的标准,2021-08-21 00:00:00,0
R000771,T002354,P004171,U000763,5,满意满意，五星好评,2024-06-30 00:00:00,0
R000772,T001859,P001965,U002538,5,物流很快，商品质量也很好,2023-05-03 00:00:00,0
R000773,T000511,P004753,U001669,4,卖家挺实在的，东西也还可以,2022-08-28 00:00:00,0
R000774,T000772,P003755,U001603,5,卖家很靠谱，约的时间地点都很准时,2022-03-29 00:00:00,0
R000775,T003451,P004675,U001964,5,东西保养得非常好，点赞,2022-08-18 00:00:00,0
R000776,T003047,P006772,U000494,5,良心价格，良心卖家,2021-05-09 00:00:00,1
R000777,T001073,P006505,U001416,5,东西保养得非常好，点赞,2021-09-08 00:00:00,0
R000778,T000395,P004747,U000258,5,卖家诚信，商品优质,2022-07-19 00:00:00,0
R000779,T001082,P002474,U000743,2,不推荐购买,2022-06-14 00:00:00,0
R000780,T001968,P001726,U001473,5,学姐人超好，还教我怎么使用,2024-06-28 00:00:00,1
R000781,T001405,P002879,U000671,3,凑合，毕竟便宜,2021-02-27 00:00:00,0
R000782,T002841,P003709,U001592,5,非常愉快的交易,2023-11-07 00:00:00,0
R000783,T001835,P007565,U001053,5,收到了，很好用，感谢,2022-01-19 00:00:00,0
R000784,T000252,P000870,U001824,5,成色很好，物超所值，非常满意,2020-12-10 00:00:00,0
R000785,T002355,P006662,U001309,3,东西一般，但价格还行,2021-12-31 00:00:00,1
R000786,T003104,P003112,U001286,1,太失望了，浪费钱,2022-12-10 00:00:00,1
R000787,T002328,P002069,U000249,5,太棒了，超出预期,2022-06-16 00:00:00,0
R000788,T003796,P005575,U002168,5,卖家诚信，商品优质,2021-10-13 00:00:00,0
R000789,T002289,P003389,U000012,5,非常好，推荐给室友了,2022-07-28 00:00:00,0
R000790,T000711,P006906,U001347,4,功能正常，有些使用痕迹,2021-02-05 00:00:00,1
R000791,T002010,P001681,U000187,5,物品功能完好，非常满意,2024-03-31 00:00:00,0
R000792,T003032,P000731,U000149,5,成色很好，物超所值，非常满意,2020-10-15 00:00:00,0
R000793,T000735,P002070,U000028,5,卖家很耐心解答问题，商品质量也好,2022-04-02 00:00:00,1
R000794,T003411,P003918,U002707,5,比预期好太多了，强烈推荐,2023-04-16 00:00:00,1
R000795,T001063,P006639,U000090,3,说不上好也说不上坏,2020-10-25 00:00:00,0
R000796,T000731,P004943,U002230,4,基本满意，就是外观有点旧,2023-04-18 00:00:00,1
R000797,T001724,P007782,U001891,5,很满意的一次购物,2022-01-20 00:00:00,0
R000798,T002028,P003104,U000114,4,满意，就是包装简单了点,2023-08-02 00:00:00,1
R000799,T001574,P002874,U002666,5,物品功能完好，非常满意,2022-03-13 00:00:00,1
R000800,T001223,P002688,U001354,5,收到了，很好用，感谢,2021-10-25 00:00:00,1
R000801,T001979,P002602,U001065,2,卖家态度一般，东西也就那样,2021-07-08 00:00:00,0
R000802,T000528,P002619,U000996,4,功能正常，有些使用痕迹,2023-01-11 00:00:00,0
R000803,T002860,P002994,U002502,5,太棒了，超出预期,2022-09-05 00:00:00,0
R000804,T002604,P000522,U000827,5,物品如描述，好评,2021-01-27 00:00:00,0
R000805,T000447,P002565,U000928,5,卖家很靠谱，约的时间地点都很准时,2021-02-23 00:00:00,1
R000806,T000241,P002798,U002668,5,物品保养得很好，看得出很爱惜,2021-07-26 00:00:00,1
R000807,T002919,P005796,U002374,5,买到就是赚到，强推,2021-05-05 00:00:00,0
R000808,T001615,P003212,U002474,5,收到了，很好用，感谢,2023-03-19 00:00:00,1
R000809,T002926,P001441,U000356,5,物品功能完好，非常满意,2021-08-29 00:00:00,1
R000810,T001554,P007735,U001465,3,有点旧了，但还能用,2021-01-04 00:00:00,0
R000811,T001166,P005514,U000686,3,说不上好也说不上坏,2023-10-26 00:00:00,1
R000812,T002118,P006210,U001247,4,可以，基本满足需求,2022-08-15 00:00:00,0
R000813,T000436,P001333,U002644,5,物品功能完好，非常满意,2021-11-22 00:00:00,0
R000814,T002432,P006621,U000008,5,卖家态度好，东西也好,2021-01-30 00:00:00,0
R000815,T002940,P000089,U001871,5,东西保养得非常好，点赞,2024-07-02 00:00:00,0
R000816,T000340,P003268,U001488,5,东西很实用，正好需要,2023-10-12 00:00:00,0
R000817,T000342,P002526,U002480,5,宝贝收到了，和图片一模一样,2023-08-31 00:00:00,0
R000818,T000818,P007686,U001228,3,能用，但谈不上多好,2023-07-09 00:00:00,1
R000819,T002543,P006452,U000545,4,物品基本符合描述，好评,2023-03-15 00:00:00,1
R000820,T001566,P004137,U002691,4,还行，符合二手的标准,2022-10-18 00:00:00,1
R000821,T000720,P000893,U000353,5,东西很棒，卖家人也很好,2023-01-04 00:00:00,0
R000822,T002588,P002905,U001365,2,成色比描述差很多,2020-12-24 00:00:00,0
R000823,T000482,P003253,U002666,5,超级满意，卖家态度特别好,2022-01-27 00:00:00,0
R000824,T000304,P006211,U000333,5,收到了，很好用，感谢,2022-02-13 00:00:00,0
R000825,T001499,P002324,U000287,1,简直就是骗人的,2021-09-05 00:00:00,0
R000826,T000112,P003194,U001548,4,挺好的，虽然不是全新但很值,2021-03-28 00:00:00,0
R000827,T003613,P003330,U000162,4,整体OK，有点小问题但能接受,2021-09-25 00:00:00,0
R000828,T002793,P002624,U001572,3,成色比预期的要旧一些,2021-08-29 00:00:00,0
R000829,T003179,P003331,U002299,5,东西很新，几乎没怎么用过,2021-01-18 00:00:00,1
R000830,T000570,P007923,U002447,4,卖家挺实在的，东西也还可以,2021-09-16 00:00:00,0
R000831,T001065,P000355,U001940,5,物品保养得很好，看得出很爱惜,2022-09-14 00:00:00,1
R000832,T003971,P007003,U000841,5,很满意的一次购物,2024-03-20 00:00:00,0
R000833,T002223,P006432,U000773,4,可以，基本满足需求,2020-10-06 00:00:00,1
R000834,T001205,P004758,U002674,3,普通，不好不坏,2023-07-20 00:00:00,0
R000835,T003267,P006665,U002816,3,凑合，毕竟便宜,2022-02-17 00:00:00,0
R000836,T000777,P007139,U002560,5,物流很快，商品质量也很好,2023-11-23 00:00:00,0
R000837,T000452,P001375,U000212,4,整体OK，有点小问题但能接受,2020-11-29 00:00:00,0
R000838,T001108,P001504,U000571,5,价格公道，东西实在，良心卖家,2023-04-09 00:00:00,0
R000839,T001476,P002244,U000999,5,成色很好，物超所值，非常满意,2023-10-18 00:00:00,0
R000840,T000656,P006802,U000731,4,还可以，就是没有配件了,2023-06-24 00:00:00,1
R000841,T000769,P000497,U002867,4,可以，基本满足需求,2024-07-01 00:00:00,1
R000842,T002085,P001604,U001477,5,价格公道，东西实在，良心卖家,2024-07-02 00:00:00,0
R000843,T000766,P003725,U000172,4,东西还行，卖家也挺好说话的,2022-04-29 00:00:00,0
R000844,T003524,P000556,U001054,5,卖家态度好，东西也好,2021-09-20 00:00:00,0
R000845,T002171,P003386,U000837,5,满意满意，五星好评,2021-05-27 00:00:00,0
R000846,T001062,P000251,U002213,5,超级满意，卖家态度特别好,2022-10-26 00:00:00,0
R000847,T002869,P004677,U001971,4,性价比可以，物有所值,2021-06-21 00:00:00,1
R000848,T002827,P006279,U000815,5,物美价廉，值得信赖,2022-10-14 00:00:00,0
R000849,T002977,P000677,U002405,4,物品基本符合描述，好评,2022-03-04 00:00:00,0
R000850,T001918,P002418,U002020,5,非常愉快的交易,2022-07-31 00:00:00,0
R000851,T003482,P003750,U000942,5,东西保养得非常好，点赞,2024-03-25 00:00:00,0
R000852,T000612,P002137,U002621,5,学长人很好，还送了配件,2023-12-24 00:00:00,0
R000853,T000471,P002953,U002985,5,东西保养得非常好，点赞,2021-02-25 00:00:00,1
R000854,T003888,P000058,U002692,5,卖家很专业，讲解得很详细,2022-04-07 00:00:00,0
R000855,T003153,P002307,U000798,5,东西不错，性价比超高，推荐购买,2022-11-19 00:00:00,0
R000856,T002107,P001262,U000672,5,卖家诚信，商品优质,2022-05-09 00:00:00,0
R000857,T000009,P006607,U002898,5,价格实惠，质量过硬,2022-10-31 00:00:00,0
R000858,T003101,P005807,U001100,5,价格公道，东西实在，良心卖家,2024-07-05 00:00:00,0
R000859,T002797,P004081,U000392,5,物流很快，商品质量也很好,2021-12-19 00:00:00,0
R000860,T000106,P002919,U001594,3,成色比预期的要旧一些,2021-02-27 00:00:00,0
R000861,T000358,P000344,U000566,5,卖家很负责，交易很顺利,2024-04-24 00:00:00,0
R000862,T001681,P005862,U002287,5,太棒了，超出预期,2022-06-10 00:00:00,0
R000863,T002586,P004386,U000254,4,质量可以，就是有点使用痕迹,2021-03-02 00:00:00,0
R000864,T002807,P004018,U000762,4,满意，就是包装简单了点,2021-08-03 00:00:00,0
R000865,T000173,P003078,U000223,5,很满意的一次购物,2022-12-30 00:00:00,0
R000866,T002982,P005737,U000672,5,学长人很好，还送了配件,2023-01-13 00:00:00,1
R000867,T001613,P001993,U000417,5,满意满意，五星好评,2023-12-15 00:00:00,0
R000868,T001964,P002548,U002481,3,商品还可以，没有惊喜,2024-01-09 00:00:00,0
R000869,T003819,P000358,U002963,5,太棒了，超出预期,2024-06-26 00:00:00,0
R000870,T000847,P007620,U001159,4,基本满意，就是外观有点旧,2023-02-20 00:00:00,0
R000871,T003093,P007087,U002105,5,完美的交易体验，感谢卖家,2021-04-18 00:00:00,0
R000872,T000066,P006088,U001958,5,比去某宝买便宜太多了，赚了,2024-03-15 00:00:00,0
R000873,T003788,P007252,U001710,5,物流很快，商品质量也很好,2022-12-14 00:00:00,0
R000874,T003802,P005260,U000458,5,太棒了，超出预期,2022-03-27 00:00:00,0
R000875,T000800,P003422,U000768,5,满意满意，五星好评,2021-07-20 00:00:00,1
R000876,T000920,P003800,U002350,5,比去某宝买便宜太多了，赚了,2021-10-27 00:00:00,0
R000877,T002040,P003573,U000696,5,买到就是赚到，强推,2020-11-05 00:00:00,0
R000878,T003546,P002944,U001395,5,收到货很惊喜，比想象中好很多,2024-04-09 00:00:00,0
R000879,T000440,P007183,U002245,5,东西很棒，卖家人也很好,2021-12-14 00:00:00,0
R000880,T001622,P007030,U001921,4,整体OK，有点小问题但能接受,2021-04-27 00:00:00,0
R000881,T000483,P004020,U000167,5,质量不错，值得购买，下次还来,2021-03-09 00:00:00,0
R000882,T000366,P000738,U002489,5,成色很好，物超所值，非常满意,2021-01-22 00:00:00,0
R000883,T000361,P000588,U001873,5,非常好，推荐给室友了,2024-05-09 00:00:00,1
R000884,T002932,P002503,U002724,3,成色比预期的要旧一些,2024-01-08 00:00:00,1
R000885,T002634,P006128,U000496,5,太棒了，超出预期,2022-02-06 00:00:00,0
R000886,T002042,P002832,U002066,3,有点旧了，但还能用,2024-03-03 00:00:00,0
R000887,T002365,P000259,U001219,5,东西很实用，正好需要,2021-10-17 00:00:00,0
R000888,T000321,P001855,U002582,5,性价比真的很高，捡到宝了,2022-04-23 00:00:00,0
R000889,T001227,P004429,U002353,4,质量可以，就是有点使用痕迹,2021-10-12 00:00:00,0
R000890,T000819,P001138,U000153,5,质量不错，值得购买，下次还来,2023-08-08 00:00:00,0
R000891,T002446,P004867,U002888,5,良心价格，良心卖家,2023-11-12 00:00:00,0
R000892,T003330,P006793,U000856,5,学长人很好，还送了配件,2021-07-26 00:00:00,0
R000893,T002746,P005728,U002751,5,卖家很耐心解答问题，商品质量也好,2020-11-18 00:00:00,0
R000894,T001784,P005771,U001246,3,商品还可以，没有惊喜,2024-02-24 00:00:00,0
R000895,T000624,P004599,U002751,5,物美价廉，值得信赖,2020-11-02 00:00:00,0
R000896,T003288,P004444,U001610,5,商品和描述一致，卖家很诚信！,2023-07-04 00:00:00,0
R000897,T000596,P006431,U000165,4,还行，符合二手的标准,2020-11-04 00:00:00,1
R000898,T001946,P003669,U001378,4,可以用，性价比还算可以,2023-01-04 00:00:00,1
R000899,T001145,P006702,U001629,4,总体满意，小细节还有改进空间,2022-10-12 00:00:00,0
R000900,T000746,P004655,U000276,3,价格合适，东西一般,2022-04-05 00:00:00,1
R000901,T000566,P005173,U001766,5,良心价格，良心卖家,2022-04-22 00:00:00,1
R000902,T000059,P006652,U002489,4,卖家挺实在的，东西也还可以,2022-08-01 00:00:00,1
R000903,T000939,P003154,U001580,5,成色很好，物超所值，非常满意,2024-03-12 00:00:00,1
R000904,T001810,P006153,U001484,5,卖家态度好，东西也好,2021-09-29 00:00:00,0
R000905,T003173,P003893,U000910,5,物品如描述，好评,2021-12-01 00:00:00,1
R000906,T002774,P003683,U002632,4,功能正常，有些使用痕迹,2020-12-22 00:00:00,0
R000907,T002770,P007743,U002563,3,一般般，符合这个价位,2020-11-10 00:00:00,0
R000908,T000606,P004045,U000420,5,价格实惠，质量过硬,2021-02-10 00:00:00,0
